,tweetcreatedts,text,language,username
33,2022-05-04 22:17:12+00:00,@FoxNews Fox-Are you going to run ?               Biden: Yes                                               Fox: For President?                            Biden: Yes                                               Fox: For which Country?   Biden:Ukraine     Verdict- Alzheimer 😂😂😂,en,de71443904
34,2022-05-04 22:14:05+00:00,@FoxNews Russia did not invade Ukraine !!! Russia deliberating Ukraine from nazzist and globalists ...!!! Go Putin.,en,slovacik
35,2022-05-04 22:02:43+00:00,"@FoxNews Well, without Russia Russia Russia she's got nothing to talk about.",en,JerelLear
36,2022-05-04 21:58:16+00:00,@FoxNews Bari Weiss: “Trump - Russia was a hoax.”\n\nRepublican Senators: “Not really.”\n\nhttps://t.co/pJBlwVUAmF,en,LegendHancock
37,2022-05-04 21:57:31+00:00,@FoxNews @LindseyGrahamSC Looking nervous over Ukraine there Lindsey hmmmm!,en,conspiracidan
38,2022-05-04 21:53:31+00:00,@FoxNews Oh my! What has Russia done this time?,en,SCoushen
39,2022-05-04 21:49:39+00:00,@FoxNews America needs to know about all the calls made to Russia by Biden.🐻👍,en,JimmyPa24645256
40,2022-05-04 21:23:57+00:00,"@FoxNews For gods sake when will you right wing nuts at this poor excuse of a news channel realize that U, Trump &amp; your racist leaning base have embolden China, N Korea, Russia &amp; other despot nation's to take advantage of the divisive bullshit you propagate for money &amp; power?",en,djnyce55
41,2022-05-04 21:08:25+00:00,"@FoxNews Falters? If russia were interested in disapearing ukraine they would have done it long time ago, just like USA did in Afghanistan, but they're easy on ukraine, at the end they used to be cousins.",en,jaimecheffer1
42,2022-05-04 20:50:44+00:00,@FoxNews Could it be more dangerous hobby than go to walk with russian general in Ukraine.,en,mikakolehmaine
43,2022-05-04 20:49:02+00:00,"@FoxNews Deplorable trump party\nNew DHS IG report finds that the DHS' intel division modified a report on Russian interference in the 2020 election to blunt the impact of its finding that Russia was aiding Trump, and that acting Sec Chad Wolf ordered it frozen b/c it would ""hurt POTUS.""",en,janiethelady
44,2022-05-04 20:29:51+00:00,@FoxNews Biden is destroying america washing money in Ukraine for his retirement,en,alvarez3050
45,2022-05-04 20:11:17+00:00,@FoxNews After seeing the effectiveness of the Ukraine as a fighting force I wonder whether we should leave and quit supporting the NATO pansies except for the UK and enter into defense treaty with Ukraine.,en,Frank96869361
46,2022-05-04 20:04:45+00:00,@FoxNews It’s weird that Fox “News” chooses this crap over reporting on Ukraine,en,Beelzububba
47,2022-05-04 19:57:06+00:00,@FoxNews Go back to Ukraine!,en,robertboise1
48,2022-05-04 19:56:51+00:00,"@FoxNews let me get to straight the Russian army army is faltering????\n Every photo I see the entire country it's destroyed there's basically very little left of Ukraine, That's what you call faltering?\n I'm pretty sure that was the plan....@Ukrainepropaganda",en,hooliganlucky7
49,2022-05-04 19:35:50+00:00,"@FoxNews Give the guy a break... he wanted to go to Ukraine to count how many of his tanks were destroyed.  He is also investigating where 20,000 of his troops went.  One week their here... and then POOF they disappear. LOL",en,BradOverton5
50,2022-05-04 19:35:30+00:00,"@FoxNews They should invade Belarus, then join with nato who has been at Russia border for decades and invade russia. Them the world will finally be good",en,psugop
51,2022-05-04 19:28:58+00:00,@FoxNews What exactly stands Ukraine for?\nhttps://t.co/cm89N0J7hR,en,frilen2
52,2022-05-04 19:27:12+00:00,@FoxNews So sorry for the Ukrainians. They shouldn't have engaged in a war they know fully they can't win. The president of Ukraine allowed himself to become a puppet and got abandoned by those He thinks were behind Him.,en,mrsenofficial
53,2022-05-04 19:25:06+00:00,"@FoxNews This people only wins in a media\nUkraine should go for peace talk at all cost else this NATO and British nonsense deceiving them will use them as they did to some African nations, 😎😎",en,DenextFriday
54,2022-05-04 19:24:58+00:00,"@FoxNews VP Harris as she clarified the war in Ukraine just broke down what abortion is for the rest of us. She said, “abortion is when the big people kill the little people!” Very insightful…",en,TMaher13
55,2022-05-04 19:24:24+00:00,@FoxNews Wouldn't have anything to do with the bio-labs in mariupol? Or a vist to the #Azovstal where the verm of Ukraine are going to meet a bitter end .,en,Napoleo66464121
56,2022-05-04 19:22:18+00:00,@FoxNews Damn...Ukraine missed their chance!,en,DTOMEYFASHOLES
57,2022-05-04 19:21:35+00:00,@FoxNews Ukraine wan win this war and beat Russia,en,mixtorious1
58,2022-05-04 18:28:43+00:00,@FoxNews Ukraine also complains they don't have weapons so which is it a make a wish foundation for weapons or a country ready for war.,en,TheOne90046385
59,2022-05-04 18:23:32+00:00,@FoxNews The calm before the recession. These are the same people that predicted inflation was transitory while ignoring their own democrat economists about inflation with the passage of their $2 trillion stimulus. The plan was always to blame someone else for inflation. Russia won out.,en,DavidWo15416040
60,2022-05-04 18:17:32+00:00,@FoxNews @SenTedCruz the Democrat's started all this to take america away from the bad economy and what is going on in Ukraine  they will deny this and they would do no such thing!! When all alone they plan this with their think tank's !!  They want our freedom of speech first rule to dictatorship,en,RayGrif39244713
61,2022-05-04 18:10:46+00:00,@FoxNews @JudgeJeanine For all intensive purposes it has done a great job of distracting and dividing the people. \n\nThe MSM does a staller job of that. \n\nWith Russia about to close out the conflict in the Ukraine it makes since. \n\nNext act: China,en,DesertFox1942
62,2022-05-04 17:56:09+00:00,@FoxNews @seanhannity so now you have your marching orders from Putin in hand.The right has “leaked” the scotus draft on abolishing abortion to distract us from Putin’s use of WMD in Ukraine and how @GOP will cheer him on and enable him because he has assisted their campaigns.,en,GuardsFarm
63,2022-05-04 17:55:30+00:00,@FoxNews @LindseyGrahamSC So how does it make you feel as an American to have Supreme Court Justices with lifetime appointments lying under oath in order to be confirmed by a Senate that has 37 Insurrectionists in it? Still think Russia and China are the most corrupt countries on Earth? #SCOTUS,en,TheOctoberMan__
64,2022-05-04 17:44:48+00:00,@FoxNews I thought Ukrainian president would say he's ready to negotiate for peace. I don't hear anything about peace just send more trillions and weapons. Who cares about the Russian people they mean nothing..Right NATO and the swamp? Revenge is all time high to destroy Russia.,en,CruzRelo
65,2022-05-04 17:10:49+00:00,"@FoxNews Belarus is not Russia. We should be able to ""interfere if the Belarusians are allowed to interfere. It's only fair.",en,wmstys54
66,2022-05-04 16:53:31+00:00,"@FoxNews @POTUS is right that #MAGA is most extreme;  they deal in continious lies, insurrection of the US, and allegence to tfg, Putin, and Russia.  Also right that #scotus draft is about more than Roe's 50 years of settled law ;  it is looking to remove all privacy protections.",en,ScottSandersStL
67,2022-05-04 16:52:53+00:00,@FoxNews I think Pelosi was behind the leak and made sure she was out of the country when it happened. She's not surprised. Nancy only cares about herself not Ukraine.,en,Inbetweennycnh
68,2022-05-04 14:47:40+00:00,@FoxNews lost all credibility with fake Ukraine is winning propaganda.\n\nI mean #Foxnews keep saying Ukraine is winning while half Ukraine is occupied and the citizens in the occupied areas are happy about it.\n\nIs it winning when #Russia makes Ukraine into a landlocked country? https://t.co/L2yHdTv2TC,en,Just_LA_Abe
69,2022-05-04 14:45:01+00:00,"@FoxNews @kayleighmcenany KM says that w/ #RoeOverturned, ""a scourge on America's conscience will be no longer."" Huh? If/when SCOTUS overturns #Roe/ #RoeVWade, ""murder of babies"" will still be legal in many states where Repubs have virtually no chance of stopping it&gt;Support Planned Parenthood &amp; #Ukraine",en,PithyTruth
70,2022-05-04 14:07:34+00:00,@FoxNews u need 2 tlk more about the Nazi that Zelenski has surrounded himself with bcuz he is able 2 lie &amp; claim its Russia that has the Nazi while he asks 4 more fr U.S. lk Gov Coumo did thts what he is doing taking advantage or has Biden hostage,en,TruthSe31331055
71,2022-05-04 14:05:12+00:00,@FoxNews Fox News anchors @TuckerCarlson wants to know “why I shouldn’t root for Russia” as they killed his colleague and continue to rape and kill innocent women and children https://t.co/UX0iTvrC9O,en,lfishgirl67
72,2022-05-04 14:01:04+00:00,@FoxNews Hopefully this is a time to save some of these children being murder in the womb. If a woman doesn’t want a child don’t get pregnant How can these politicians be outraged about hundreds children being murdered in Ukraine and celebrate millions of babies being murdered in the womb,en,GarmonPreece
73,2022-05-04 13:38:47+00:00,@FoxNews Funny Harris can't make it to are boarder but palosi can go to Ukraine a war zone ? It's been confirmed there are 12-13 U.S. BIO Labs in Ukraine for companies like Johnson and Johnson the ones that make the baby lotion why are they in Ukraine illegal research ?,en,Jack928409
74,2022-05-04 13:34:17+00:00,"@FoxNews Well, he’s free to move elsewhere. I hear Russia is taking people in.",en,GaryKaier
75,2022-05-04 13:23:57+00:00,"@FoxNews Yeah, and 45 is an asset of Russia",en,dancapozzi1
76,2022-05-04 13:22:37+00:00,@FoxNews He got his payout just like pelosi just got from Ukraine.,en,JamesWh96494705
77,2022-05-04 13:15:31+00:00,@FoxNews Russia has a reputation of blowing things up before they let them get captured.  you might find one less yacht and half a harbor missing for trying the stunt,en,Ledgewolf
78,2022-05-04 12:48:40+00:00,@FoxNews No more money to Ukraine. \n\nI heard the bomb that hit the train station on was a ukranian missile.   \nAre they faking us out of all our money..\nWhat's Bidens cut\nHeck now we didn't approve this money ..and the suffering inflation,en,lowecynthiamar1
79,2022-05-04 12:40:28+00:00,"@FoxNews Biden is willing to spend multi-million dollars to avoid Ukraine spilling the beans. The minister of truth worked in Ukraine and her job is a silence payment. We would have been money ahead to just pay Hunter, Pelosi, Romney et al family members directly. This is an epic cover up",en,Scottswife1965
80,2022-05-04 12:20:13+00:00,"@FoxNews If trump isn’t arrested(crossing my fingers he is) and he runs and wins, kiss America hood bye!! He already said he is gonna be a dictator and I can do see him doing to Mexico , what Putin is doing to Ukraine !!",en,Chris54312570
81,2022-05-04 12:10:08+00:00,@FoxNews Yes with more taxpayers dollar's that no one can account for!! Follow the money trail and hold democrats accountable for making Americans broke and inflation worse while they give our dollar's to immigrates and Ukraine!  Helping Ukraine is a good but be accountable!,en,PamelaAverill5
82,2022-05-04 11:54:16+00:00,@FoxNews Uh..yeah..so when does America plan on nuking Russia back into the stone age based off all their threats to us and other Nations? Or is this Country so divided/distracted that nobody is paying attention to external threat's giving them plenty of ample opportunity to destroy?,en,SBS8724
83,2022-05-04 11:43:55+00:00,@FoxNews Oh so sad. No one cares about Ukraine anymore. Just RVW. Or whatever the media crams down your throat,en,Hannie10754653
84,2022-05-04 11:28:11+00:00,@FoxNews Stupid moves too...like giving free money to Ukraine...,en,carter_pewter
85,2022-05-04 11:20:45+00:00,@FoxNews If it is true that  Vladimir Poopin is having cancer surgery. Maybe he saves Ukraine and the world the hassle of eliminating him from power.,en,wedge_donald
86,2022-05-04 11:16:11+00:00,@FoxNews Once again Fox News is no news. 70clock headlines. What music puts you in the mood. Dave somebody attacked. Roe vs Wade. Hundreds being slaughtered in Ukraine. Next Poland. Not a word Sounds like 1939 all over again. Elizabeth Warren is screaming. Dave who? Sad.,en,Tommymix6
87,2022-05-04 11:09:17+00:00,"@FoxNews All of this is a distraction from what the Biden administration is really doing in Ukraine (Bio research facilities,money laundering for the DNC) and from Hunter Bidens very real lap top.",en,johnupp56
88,2022-05-04 11:07:23+00:00,"@FoxNews This is a great distraction away from  what the democrats are doing  behind  the scenes. They are going to pass a  33 billion dollars  Ukraine bill ,. Despite the fact Americans are starving. The media will twist this story against republicans in the next few days .",en,lucky_volvo
89,2022-05-04 10:43:04+00:00,@FoxNews CITIZENS IN USA ARE STRUGGLING &amp; HES MAKING IT WORSE GIVING BILLIONS TO UKRAINE !!! AKA(RUSSIA),en,johnszpara1
90,2022-05-04 10:36:43+00:00,@FoxNews Take all the Russian oligarchs' properties in every spot outside of Russia.  Close the Putin regime down permanently.,en,jcsneyd
91,2022-05-04 10:28:21+00:00,@FoxNews Told ya something was fishy about the whole Ukraine thing,en,Fredanson3
92,2022-05-04 10:03:52+00:00,"@FoxNews ""Damn, everybody's talking about Putin, Ukraine, sanctions.. Where are my sanctions? Perhaps launching some nukes could help""..",en,Martinsk79
93,2022-05-04 09:35:39+00:00,"@FoxNews @SenTedCruz Oh the Justices know what they're doing.  They are all in cahoots with the dems along with the RINOs (sad to say) for temporary power?? -- what's new!!!  They weren't that successful with the scamdemic, then Ukraine, Climate Change; oops I forgot .... the RUSSIA RUSSIA RUSSIA!!!",en,angeltouch
94,2022-05-04 09:26:33+00:00,@FoxNews Military:\n“How do we get the peasants to attention away from us about to drop a nuke and blame it on Putin so we can invade Russia?\n\nPoliticians:\n“Covid? -Nah”\n“Race riots? -Boring...”\n“Police brutality? -Been there done that...\n\nDems &amp; Reps:\n“Oh I know let’s try abortion!”,en,TattooJohnny76
95,2022-05-04 08:55:49+00:00,@FoxNews Yes. I remember the fear I felt in 1962. I Feel the same sensation today. And biological and chemical weapons did not exist in that time. I do not understand why EU and NATO played with fire as far as Russia reacts. Ex USSR is really not a toy.,en,OlingerJean1
96,2022-05-04 08:41:49+00:00,@FoxNews Can we educate MAGA in Ohio to care about Ukraine?,en,ColdCaseThreads
97,2022-05-04 08:30:26+00:00,@FoxNews The green new deal is the reason why Biden gave up our energy independence to Russia now look what happened the Russia war is on AOC!!!!,en,HvacAec
98,2022-05-04 07:33:55+00:00,@FoxNews Report the news! Fix the debacle in Ukraine! They need our military! People control your news medias! Fix the Russia issue!,en,GlenUnderhill2
99,2022-05-04 07:11:01+00:00,"@FoxNews The Russia must release her to the US, they must release her. The treatment of prisons is u ethecial there.",en,MohammedRWali
100,2022-05-04 07:08:39+00:00,@FoxNews She had hash in her luggage let her stay in jail in Russia,en,Sm97536886David
101,2022-05-04 06:09:49+00:00,@FoxNews It’s only a matter of before Putin use’s the nukes.Why are the politicians pushing for this instead of negotiating?The war machine never stops. 💰💲💵.It looks like there using the Ukraine people as pawns in their personal proxy war.🙏,en,jttrezza3
102,2022-05-04 06:09:00+00:00,@FoxNews Can we educate MAGA in Ohio to care about Ukraine?,en,ColdCaseThreads
103,2022-05-04 06:04:45+00:00,@FoxNews Can we educate MAGA in Ohio to care about Ukraine?,en,ColdCaseThreads
104,2022-05-04 06:00:18+00:00,"@FoxNews They are irrelevant. Let's talk about the BIO-4 LABS you were part of in Ukraine. And how you convinced Ukraine to get rid of all their conventional small arms weapons. Like their rocket launchers etc. etc. etc. That was on the news for about 22 minutes, then puff, just went away",en,GEOMAN18641611
105,2022-05-04 05:38:58+00:00,@FoxNews dont forget to send clips to the people in ukraine! I am sure they will be fascinated!,en,artstudystudent
106,2022-05-04 05:14:18+00:00,@FoxNews @newtgingrich I guess liberals are now focused on the abortion fight in the states instead of Russia Ukraine now?,en,Anthony38331601
107,2022-05-04 04:56:41+00:00,"@FoxNews People have gone absolutely insane! From one narrative to another, if it’s not the left howling about Elon Musk, it’s abortion, Ukraine, Covid or Trump. The left never does anything that is beneath the devil…",en,JustinDingler
108,2022-05-04 04:43:02+00:00,"@FoxNews And republican Reagan never kissed Russia’s ass like Trump did.. Things change, people change.",en,JJRusse21097461
109,2022-05-04 04:38:40+00:00,"@FoxNews @LindseyGrahamSC Four years of Trump was pretty close to the saddest day, watching Trumpy withhold funds to Ukraine and then Jan 6th. What a dumpster fire 🔥",en,datalifter
110,2022-05-04 04:16:19+00:00,@FoxNews This is more Russia Russia Russia stuff:  propaganda of the left.,en,LEO_CHIEF70
111,2022-05-04 03:44:16+00:00,@FoxNews It won't stop either. Especially since we can't get soil from Russia to grow our crops. Famers are having trouble. All of our extra oil and wood being shipped overseas.,en,Cltnjbatchelor
112,2022-05-04 03:39:59+00:00,"@FoxNews Really: I thought Russia lost the war already? Wait, it has to continue because we just gave billions of dollars for it to do so.",en,movn2uruguay
113,2022-05-04 03:24:11+00:00,"@FoxNews @LindseyGrahamSC Oh! It is Russia! Russia! Russia! That's how it's going to end or bullied to accept, when the investigation falls on their side.",en,yinkebo
114,2022-05-04 02:53:42+00:00,@FoxNews @LaraLeaTrump And this is Russia's fault too... https://t.co/JTRXvwtSeh,en,TankMCRetired
115,2022-05-04 02:49:24+00:00,@FoxNews Joe Biden’s foreign policy in Ukraine https://t.co/Vil4zJGrjm,en,700R____
116,2022-05-04 02:40:39+00:00,@FoxNews Is Zelensky ever care about Ukrains's lives or not empathetic about people killed by his Never-Negotiable tactic against Russia? He seems as bad as Putin when it comes to Ukrains' lives!! He seems so much into getting more money and weapons rather than ending the war soon!!!,en,moz77art00
117,2022-05-04 02:27:11+00:00,@FoxNews Yes she was there to protect her investment in the Ukraine. Somebody had to protect it. So much money goes in where is it go? Not all of it’s going to weapons which is sad as a Ukrainians need help desperately. I don’t trust Pelosi,en,Lfickes4
118,2022-05-04 02:25:22+00:00,"@FoxNews The GOP is literally funded by Russia, and you are going to talk about dark money?",en,TinyRobot6
119,2022-05-04 02:14:00+00:00,@FoxNews This guy has more gas than Ukraine 🧍💨💨 👌🤪🖐️🎤,en,dapetersen07
120,2022-05-04 02:04:05+00:00,@FoxNews @LaraLeaTrump DONT MAKE IT POLITICAL laratrump. Traitors were EXPOSED IN THE GOP AND SHOULD apologize. They lose credibility when they double down. We will praise or call out any politician in both parties that do good or bad. Thank God this is not RUSSIA..🇺🇸😎👍,en,God1Sts
121,2022-05-04 01:16:40+00:00,@FoxNews So he going to charge China and Russia so they can spread their Propaganda.,en,BillyDo25884949
122,2022-05-04 01:14:49+00:00,"@FoxNews The Department of Homeland Security’s internal watchdog found that Trump's acting-Secretary Chad Wolf, ordered a coverup of a report concluding that Russia had interfered in the 2016 election to help Trump, because it would “hurt POTUS”",en,garber11_mark
123,2022-05-04 01:10:46+00:00,@FoxNews Now we know why Trump refused to accept defeat because Putin counted on him to winn the election so that USA would let him have a walk over in Ukraine 😡 what a terrible shame that would have been for USA and Nato 😡,en,schtinkygirl
124,2022-05-04 01:08:40+00:00,@FoxNews Now we know why Trump refused to accept defeat because Putin counted on him to winn the election so that USA would let him have a walk over in Ukraine 😡 what a terrible shame that would have been for USA and Nato 😡,en,schtinkygirl
125,2022-05-04 01:01:42+00:00,@FoxNews I had heard Elon Musk attempted to buy the entire Trump Family but Russia refused to sell.,en,Cuse268
126,2022-05-04 00:58:24+00:00,"@FoxNews My how Republicans have lied.\nNew DHS IG report finds that the DHS' intel division modified a report on Russian interference in the 2020 election to blunt the impact of its finding that Russia was aiding Trump, and that  Sec Chad Wolf ordered it frozen b/c it would hurt POTUS https://t.co/W1id6kxWFW",en,janiethelady
127,2022-05-04 00:42:48+00:00,"@FoxNews This politician lied to the American for 4 years about Russia and Trump , why would any take anything he says seriously 👹",en,RobertW71266647
128,2022-05-04 00:35:23+00:00,@FoxNews Could you imagine if politicians were calling on attacking the judges over a second amendment ruling? It’s almost like the leaker is working for Russia to shift perceptions..,en,TheWayneShaw1
129,2022-05-04 00:27:27+00:00,"@FoxNews Meanwhile,Republicans are the new Taliban trying to usher in evangelicals version of sharia law. \n\nMeanwhile, Putin will ultimately be the reason Russia abandons communism, while Republicans will be the reason capitalism and democracy fail in the US.",en,MelsPorndaddy
130,2022-05-04 00:26:07+00:00,"@FoxNews @TulsiGabbard I wonder how politicians will handle the disinformation.  All those lies during election cycles. Bahaha  the whole thing fits right in with all the other jokes on the https://t.co/7gX8RlrExV warming,Russia Russia Russia, I never had sex with that woman on on on it goes",en,RLHoff2
131,2022-05-04 00:17:53+00:00,"@FoxNews Is anyone at all curious, worried, mystified, baffled, or out right confused that all of a sudden Democrats are war mongers and want a war with Russia, what's really going on?",en,dsgullo
132,2022-05-04 00:01:19+00:00,"@FoxNews Didn’t Brittany play pro ball in Russia? She knew, she messed up.",en,DesertRat_AZ
0,2022-05-05 22:29:46+00:00,@FoxNews Putin’s Russia invaded a sovereign nation! What about that?,en,MCSmetena
1,2022-05-05 21:59:42+00:00,@FoxNews What is the matter? Everybody knows America   has always been a theocracy based on the Christianism. Some woke people will not change this reality. It's the same in Europ and even in Russia.,en,OlingerJean1
2,2022-05-05 21:47:58+00:00,@FoxNews I voted Biden and if it is between Trump and Biden in 24 I will be voting Trump. Biden was supposed to unite us and he has divided us even more. I don't recall any fight with Russia that could cause a possible nuclear exchange either with Trump. Ukraine can 🔥 for all I care.,en,BilboBa29009942
3,2022-05-05 21:47:16+00:00,"@FoxNews We knew this day was coming and so did Ukraine, which is why they're paying the price now.",en,Tampon_Top
4,2022-05-05 21:41:06+00:00,"@FoxNews It will not hinder freespeech by the slightest.\n\nWhy is the GOP fighting for Russia disinformation to be freely excepted in America with no checks into it's authenticity?\n\nThis board will literally be handling foreign misinformation, to include the border.",en,H486572676574
5,2022-05-05 21:19:01+00:00,@FoxNews Showing great support that America is behind Ukraine..,en,ElliotMangoubi
6,2022-05-05 21:14:05+00:00,"@FoxNews This isn't news, it's more Republican nonsense.\n\nTrump implemented a similar program following the 2016 election cycle. \n\nWhy no hysteria then?\n\nDo Republicans want Russia interfering with our elections?",en,GROWUPREPUBLIC1
7,2022-05-05 21:05:36+00:00,@FoxNews @TuckerCarlson Remember when he supported Russia? Seems like only yesterday…,en,ChampagnePlants
8,2022-05-05 21:01:52+00:00,"@FoxNews Kids in Russia,China,Japan,etc are busy learning algebra,chemistry and engineering while Marxist fools are educating our children.These kids are investigating artificial intelligence while our children are bombarded with artificial stupidity.",en,NoahRos14769323
9,2022-05-05 21:00:35+00:00,@FoxNews  Id the war still going on in Ukraine or does one have watch propaganda CNN just to get war information?? Haven't seen the war for days on fox.,en,Luckyseas12
10,2022-05-05 20:54:01+00:00,@FoxNews You know what's undemocratic?  Refusing to divest from Russia as they murder Ukrainians and then lose $200 million of your States pension fund because of it.\n\nGood job Ron DeSantis!!\n\nhttps://t.co/qeDMNpQshz,en,dtarantino2
11,2022-05-05 20:49:57+00:00,@FoxNews @FoxNews tell them to get a job like we did to pay our student debt! Just a bunch of do-nothings that want everything for free. Tell them to move to #Cuba #China #Russia #Venezuela and other Communist countries where there is no student debt! 🤬,en,BizPro40
12,2022-05-05 20:40:43+00:00,"@FoxNews High gas prices: Democrats fault, Empty store shelves- Democrats fault, Ukraine war- Democrats fault, Millions of Illegal Immigrants- Democrats fault, Mask requirements- Democrats fault.  We can fix these problems- Vote Republican",en,spj84gldusa1
13,2022-05-05 20:25:47+00:00,@FoxNews Not so . It was in the heart and mind of Putin for years and he did this with it or without the peoples of Russia!,en,JamesLKing6
14,2022-05-05 20:21:59+00:00,"@FoxNews Hey Pope, I was raised Catholic and that is shallow thinking. No one forced Putin to invade Ukraine. Read the New Testament again.  JESUS himself said, “a man’s life is what he thinks. Also, if someone has Evil in his heart he reacts accordingly “!",en,chuckkrueger4
15,2022-05-05 20:10:42+00:00,"@FoxNews How can i  worry about Ukraine, when the pain of paying student loans is on my brain. I going insane, all my sunny days seem like rain, I'm trying to maintain but the country seems set up for only for the rich to remain",en,joeblow52467902
16,2022-05-05 20:04:51+00:00,"@FoxNews @TulsiGabbard Any future neo nazi outrage..will be blamed on the Republican Party..even though Biden &amp; NATO are training, arming,supporting neo nazis in Ukraine..who are being joined by other neo nazis from across the world..it is important for Republicans to HIGHLIGHT THIS &amp; THE RISK IT POSES https://t.co/y4dgLIZbhq",en,KuiperBeltAlien
17,2022-05-05 20:02:02+00:00,"@FoxNews Oh good! So @TuckerCarlson gave the Kremlin a, ""This is true as to what the US Intel is giving the Ukraine 🇺🇦 army"". So US, go after them all. Trucker is ok with it.",en,INDVoter_exRep
18,2022-05-05 19:36:58+00:00,"@FoxNews No Putin has excuses it why he’s genocide the people and Ukraine….. it’s so simple Russia@@@ Steel-the bread basket of Europe, I don’t care who is it stop making excuses for Russia they are war criminals and always they will be Even NATO is there doorway@@@",en,gaurdwark1
19,2022-05-05 19:26:20+00:00,@FoxNews Russia First puppet says what?,en,EM92195306
20,2022-05-05 19:15:05+00:00,@FoxNews Resistance against the occupiers by any and all means is entirely justified and to be expected.  Just like in Ukraine.,en,BarryMcLean69
21,2022-05-05 19:09:05+00:00,@FoxNews @TulsiGabbard And yet Biden wants to deal with Iran and have Russia negotiate!!,en,MonyeWeiner
22,2022-05-05 18:43:00+00:00,"@FoxNews Freedom of Speech.  Very basic part of USA.  But Dems say NOPE.\n\nWould this bring us closer to a dictatorship like USSR, Russia, Nazi, China, North Korea.... or further?  I think the answer is an easy one.",en,deceitcatcher
23,2022-05-05 18:32:46+00:00,@FoxNews Pass the bill to send weapons/aide to the Ukraine!  Take out the added stimulus!!!\n\nJoin me in making this happen.,en,JimParkAve
24,2022-05-05 18:25:08+00:00,"@FoxNews I’m backing Putin on this one, what’s he going after? Is it to stop the central bank? Is it to expose Biden and Hunter , along with Clinton’s and Obama… I hope we find out! I know Ukraine is as dirty as the US is….",en,DevilDog7791
25,2022-05-05 17:44:48+00:00,@FoxNews Trump became a willing Russian asset in the 1980s.\nRussia owns all his billions in debt. He takes orders from war criminal Putin. \n🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺 https://t.co/VvbnvhekKd,en,DavidShamu
26,2022-05-05 17:42:07+00:00,"@FoxNews All Putin has to do is withdraw his troops from Ukraine, and the ‘dragging on’ will stop",en,SoulSoldSeprtly
27,2022-05-05 17:40:54+00:00,"@FoxNews These people in power are trying to destroy this country buying votes perverting our children,raising prices,shutting off our energy independance,when our country and our allies need energy from us not murderous Russia.this is all by design .Wake up",en,kingofnothin007
28,2022-05-05 17:39:46+00:00,@FoxNews WHY did you take down the recent interview with Zelensky??  When he was asked about the nazis in #Ukraine and he answered simply “They are what they are”!!!!!!!  WTF!  I will ask everyday until answered. #Lavrov #Kiev #JusticeForJohnnyDepp #AzovBattalion #DeppVsHeard,en,TomR15288961
29,2022-05-05 17:37:34+00:00,@FoxNews We don’t need Trump.  He loves Putin.  We need to protect our democracy.   People we do not want to be like Russia or China.  A vote for Trump and any of his counter parts our freedoms will be no more,en,packrphan56
30,2022-05-05 17:35:53+00:00,"@FoxNews Belarus leader and Fox Russian Propaganda Network, on day 71 of Russia-Ukraine war, say they didn't think it would 'drag on this way'",en,Lnz371
31,2022-05-05 17:35:10+00:00,@FoxNews Well he did go into the files. Broadcasted it to the world. Which did help Russia and Donald Trump. So. ..........,en,MarkMcN66937694
32,2022-05-05 17:26:07+00:00,@FoxNews gives more coverage to Depp/Heard voyeurism than Ukraine invasion!  They're as bad as MSNBC!,en,silentgrayfell1
33,2022-05-05 16:53:14+00:00,@FoxNews Ukraine needs help to defeat evil Putin! The world needs a new Russia!,en,autgrind
34,2022-05-05 16:47:03+00:00,@FoxNews We all need to STOP Russia.,en,henrymullersr
35,2022-05-05 16:40:04+00:00,@FoxNews there's been some ukr mayors and officials that called for peace in this war that have gone missing dead or disappeared...  but no proof it was done by russia but plenty that it was done by the ukr.,en,MarkGraham1001
36,2022-05-05 16:35:14+00:00,"@FoxNews Cost of living going through the roof, wondering how I shall make ends meet, war in Ukraine and there is still global pandemic. I think I have feck all time to spare to feel sorry for two rich arseholes trying to blame each other for thier marriage going down the shitter.",en,Ma22705
37,2022-05-05 16:33:31+00:00,"@FoxNews Nooooo, you don’t say. Bio labs, Biden money laundering, Hunter, and the fact that neonazis and corruption rules Ukraine.",en,barry_olivares
38,2022-05-05 16:33:16+00:00,@FoxNews Sorry Ukraine is on the back burner because some people don't know how to use a rubber in 2022. And needs big government to hold their hand\n\n.,en,GStoiner
39,2022-05-05 16:03:47+00:00,"@FoxNews Perhaps the Pope should stick to biblical topics rather than political. Russia has been an aggressor since they were part of the Soviet Union and until they have leadership that doesn't see domination as a goal, they always will be.",en,CongressRenny
40,2022-05-05 16:02:55+00:00,@FoxNews It’s not a WAR!  It’s an invasion and the people of Ukraine are innocent victims of a tyrant.  Every country in NATO should be in Ukraine driving Russia out!  Nope….let’s just all watch a country get leveled!,en,Slapit13Andrew
41,2022-05-05 16:02:09+00:00,@FoxNews Send him to Ukraine,en,GETOUTADODGEx
42,2022-05-05 15:58:02+00:00,@FoxNews Ukraine 🇺🇦 is coming for them after Russia gives up and pulls out.,en,OCLIONSFAN1
43,2022-05-05 15:52:48+00:00,@FoxNews What did you think the urkrainians to give Russia their country,en,GroverJ72049427
